,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
250,38, Private,179488, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States, <=50K
252,58, Private,236596, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
253,32, Private,183916, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
254,40, Private,207578, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K
259,41, Private,112763, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
260,42, Private,390781, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
261,59, Local-gov,171328, 10th,6.0, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
262,19, Local-gov,27382, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
263,58, Private,259014, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
264,42, Self-emp-not-inc,303044, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
265,20, Private,117789, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
266,32, Private,172579, HS-grad,9.0, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
267,45, Private,187666, Assoc-voc,11.0, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
268,50, Private,204518, 7th-8th,4.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
269,36, Private,150042, Bachelors,13.0, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
270,45, Private,98092, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
271,17, Private,245918, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
272,59, Private,146013, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
273,26, Private,378322, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
274,37, Self-emp-inc,257295, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand, >50K
276,64, Private,21174, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
277,33, Private,185480, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
278,33, Private,222205, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
279,61, Private,69867, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
280,17, Private,191260, 9th,5.0, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States, <=50K
281,50, Self-emp-not-inc,30653, Masters,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States, <=50K
282,27, Local-gov,209109, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
283,30, Private,70377, HS-grad,9.0, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
284,43, Private,477983, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
285,44, Private,170924, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
286,35, Private,190174, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
287,25, Private,193787, Some-college,10.0, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
288,24, Private,279472, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K
289,22, Private,34918, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K
290,42, Local-gov,97688, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
291,34, Private,175413, Assoc-acdm,12.0, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
292,60, Private,173960, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
293,21, Private,205759, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
294,57, Federal-gov,425161, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
295,41, Private,220531, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
296,50, Private,176609, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
297,25, Private,371987, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
298,50, Private,193884, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
299,36, Private,200352, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
300,31, Private,127595, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
301,29, Local-gov,220419, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
302,21, Private,231931, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
303,27, Private,248402, Bachelors,13.0, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
304,65, Private,111095, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
305,37, Self-emp-inc,57424, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
307,24, Private,278130, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
308,38, Private,169469, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
309,48, Private,146268, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K
310,21, Private,153718, Some-college,10.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
311,31, Private,217460, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
312,55, Private,238638, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States, >50K
313,24, Private,303296, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
314,43, Private,173321, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
315,26, Private,193945, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
316,46, Private,83082, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K
317,35, Private,193815, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
318,41, Self-emp-inc,34987, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
319,26, Private,59306, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
320,34, Private,142897, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan, >50K
322,36, Self-emp-not-inc,205607, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
323,22, Private,199698, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
324,24, Private,191954, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
325,77, Self-emp-not-inc,138714, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
326,22, Private,399087, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
327,29, Private,423158, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
328,62, Private,159841, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
329,39, Self-emp-not-inc,174308, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
330,43, Private,50356, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States, <=50K
331,35, Private,186110, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
332,29, Private,200381, 11th,7.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
333,76, Self-emp-not-inc,174309, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
334,63, Self-emp-not-inc,78383, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
336,43, Private,187728, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K
337,58, Self-emp-not-inc,321171, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
338,66, Private,127921, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States, <=50K
339,41, Private,206565, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
340,26, Private,224563, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
341,47, Private,178686, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
342,55, Local-gov,98545, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
343,53, Private,242606, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
344,17, Private,270942, 5th-6th,3.0, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
345,30, Private,94235, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
346,49, Private,71195, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
347,19, Private,104112, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K
348,45, Private,261192, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
349,26, Private,94936, Assoc-acdm,12.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
350,38, Private,296478, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
351,36, State-gov,119272, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
352,33, Private,85043, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
353,22, State-gov,293364, Some-college,10.0, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
354,43, Self-emp-not-inc,241895, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
357,56, Private,101128, Assoc-acdm,12.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran, <=50K
358,31, Private,156464, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
359,33, Private,117963, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
360,26, Private,192262, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
361,33, Private,111363, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
362,46, Local-gov,329752, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
364,38, Federal-gov,95432, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
365,65, Private,161400, 11th,7.0, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
366,40, Private,96129, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
367,42, Private,111949, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
368,26, Self-emp-not-inc,117125, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
369,36, Private,348022, 10th,6.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
370,62, Private,270092, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
371,43, Private,180609, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
372,43, Private,174575, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States, >50K
373,22, Private,410439, HS-grad,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
374,28, Private,92262, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
375,56, Self-emp-not-inc,183081, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
376,22, Private,362589, Assoc-acdm,12.0, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
377,57, Private,212448, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
378,39, Private,481060, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
379,26, Federal-gov,185885, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
380,17, Private,89821, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
381,40, State-gov,184018, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
382,45, Private,256649, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
383,44, Private,160323, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
384,20, Local-gov,350845, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
385,33, Private,267404, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
386,23, Private,35633, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
387,46, Self-emp-not-inc,80914, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
388,38, Private,172927, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
389,54, Private,174319, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
390,46, Private,214955, 5th-6th,3.0, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States, <=50K
391,25, Private,344991, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
392,46, Private,108699, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
393,36, Local-gov,117312, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
394,23, Private,396099, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
395,29, Private,134152, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
396,44, Private,162028, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6, United-States, >50K
397,19, Private,25429, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
